user_id,num_sessions,num_empty_sessions,num_clicks,avg_clicks_per_session,avg_session_duration,std_session_duration,num_canceled_trips,num_not_canceled_trips,num_flights,num_hotels,avg_bags,num_flight_discounts,num_hotel_discounts,avg_night,avg_rooms,avg_seats,avg_money_spent_per_flight,avg_money_spent_per_seat,avg_money_spent_per_hotel,avg_time_after_booking,num_fam_and_fri_trips,num_winter,num_spring,num_summer,num_fall,avg_flight_km,avg_money_spent_per_km,gender,married,has_children,home_country,age,hotel_hunter_index,flight_fanatic_index,bundle_index
164522,1,0,23,23.0,2.9166666666666665,0.0,,1.0,2,1,1.0,1,0,13.0,1.0,1.0,311.904,311.904,3029.0,8.0,0,1.0,0.0,0.0,0.0,1786.0731620565493,0.17463114424767595,F,True,False,usa,50,0.5,0.5,0.5
174997,2,0,43,21.5,2.7416666666666667,0.7660323462854263,1.0,2.0,4,2,0.0,0,0,2.0,1.0,1.0,295.215,295.215,224.0,7.5,0,1.0,1.0,0.0,0.0,1615.0589228465637,0.18580287831325598,F,False,False,usa,34,0.75,0.75,0.75
175032,3,0,90,30.0,3.733333333333334,0.9735387911006823,,3.0,4,3,0.5,0,1,4.333333333333333,2.0,2.0,554.625,235.42833333333334,1081.2,7.0,1,0.0,2.0,1.0,0.0,1358.8176419889678,0.34439651427497564,F,False,False,usa,31,0.75,0.75,0.75
181157,3,0,96,32.0,3.8944444444444444,1.1969096008440205,,3.0,6,3,1.0,1,1,3.3333333333333335,2.0,2.0,319.67516666666666,205.76879166666666,1662.6000000000001,5.333333333333333,1,1.0,2.0,0.0,0.0,1194.2256923912298,0.3419979675021842,F,True,False,usa,55,0.75,0.75,0.75
187212,3,0,68,22.666666666666668,2.8333333333333335,0.6584915421712804,,3.0,6,3,0.6666666666666666,0,0,2.0,1.0,1.0,414.19,414.19,301.3333333333333,8.0,0,2.0,1.0,0.0,0.0,2338.7155070077465,0.1746727037126807,F,True,True,usa,56,0.75,0.75,0.75
189676,2,0,38,19.0,2.3499999999999996,1.532064692570853,,2.0,2,2,2.0,0,0,9.0,2.0,3.0,1244.31,414.77,2500.5,4.0,1,1.0,1.0,0.0,0.0,2284.5483204879297,0.5446634631629251,F,False,True,usa,38,0.6666666666666666,0.6666666666666666,0.6666666666666666
190866,5,0,138,27.6,3.4366666666666665,0.8492970949882942,,5.0,10,5,0.4,0,0,1.8,1.0,1.0,416.2,416.2,271.8,7.2,0,2.0,2.0,1.0,0.0,2269.541719949741,0.1790017588167771,F,False,False,usa,39,0.8333333333333334,0.8333333333333334,0.8333333333333334
195192,1,0,18,18.0,2.216666666666667,0.0,,1.0,2,1,0.0,0,0,1.0,2.0,2.0,394.29,197.145,320.0,15.0,1,0.0,1.0,0.0,0.0,1174.423089479478,0.3357307971310027,F,False,False,usa,30,0.5,0.5,0.5
204943,5,0,135,27.0,3.3266666666666667,1.199224286315487,1.0,5.0,10,5,1.4,1,0,2.8,1.6,1.6,464.7644,293.2158,764.0,8.0,2,1.0,3.0,1.0,0.0,1564.5455295396048,0.27819484403767625,M,False,False,canada,43,0.8571428571428571,0.8571428571428571,0.8571428571428571
204997,2,0,41,20.5,2.55,0.7306770072260995,2.0,2.0,4,1,0.5,0,0,4.0,1.0,1.0,244.235,244.235,284.0,7.0,0,0.0,1.0,1.0,0.0,1272.2468837453719,0.18882110524301038,F,True,False,usa,40,0.8,0.8,0.8
205044,3,0,85,28.333333333333332,3.477777777777778,1.287798868583882,,3.0,6,3,0.3333333333333333,1,0,4.666666666666667,2.0,2.0,906.8991666666667,431.5052777777778,1880.6666666666667,6.0,2,1.0,2.0,0.0,0.0,2531.010073625866,0.37005998949500024,F,True,True,canada,42,0.75,0.75,0.75
206011,4,0,98,24.5,3.0375,1.0313937890777451,,4.0,8,3,0.25,1,1,2.6666666666666665,1.0,1.0,256.193,256.193,351.6666666666667,5.5,0,1.0,3.0,0.0,0.0,1473.5507636559992,0.17423648588121685,F,False,True,usa,41,0.8,0.8,0.8
217136,2,0,53,26.5,3.3,0.7071067811865476,,2.0,2,2,0.0,0,0,2.0,1.0,1.0,539.57,539.57,329.5,5.5,0,1.0,1.0,0.0,0.0,2867.3164066210743,0.18817944149939295,F,False,True,usa,40,0.6666666666666666,0.6666666666666666,0.6666666666666666
220725,3,0,56,18.666666666666668,2.3055555555555554,0.8654371620640527,1.0,3.0,6,2,0.3333333333333333,0,1,3.5,1.0,1.0,511.14000000000004,511.14000000000004,481.0,5.0,0,1.0,1.0,1.0,0.0,3082.252780965951,0.1628381763162969,F,False,False,usa,42,0.8,0.8,0.8
224996,2,0,35,17.5,2.1333333333333333,0.8013876853447541,,2.0,4,1,0.0,0,0,0.0,1.0,1.0,448.805,448.805,0.0,8.0,0,1.0,1.0,0.0,0.0,2353.0107623683043,0.18535944602094395,F,False,True,canada,44,0.6666666666666666,0.6666666666666666,0.6666666666666666
226367,3,0,67,22.333333333333332,2.761111111111111,0.445450250786691,,3.0,6,3,0.6666666666666666,1,0,1.6666666666666667,1.3333333333333333,1.3333333333333333,294.53366666666665,276.7718333333333,621.3333333333334,7.0,1,0.0,2.0,1.0,0.0,1655.8209883749475,0.2093219704532293,F,False,False,usa,45,0.75,0.75,0.75
228872,2,0,58,29.0,3.666666666666667,1.7677669529663693,,2.0,2,2,1.0,0,0,6.5,1.0,1.0,509.21,509.21,644.0,6.0,0,0.0,1.0,1.0,0.0,2770.218959444619,0.18381579487207314,M,False,False,usa,36,0.6666666666666666,0.6666666666666666,0.6666666666666666
229009,2,0,57,28.5,3.5250000000000004,1.2610070931160098,1.0,2.0,4,2,0.5,0,0,1.5,1.0,1.0,530.815,530.815,237.0,8.5,0,0.0,2.0,0.0,0.0,2949.6680968119904,0.17995327672863531,F,False,False,usa,19,0.75,0.75,0.75
229330,4,0,89,22.25,2.75,0.8127456893491073,,4.0,8,4,0.25,0,0,1.5,1.75,1.75,387.0275,220.14,798.25,7.25,3,2.0,0.0,2.0,0.0,1201.119453194543,0.3204493206271747,F,True,False,usa,49,0.8,0.8,0.8
232647,2,0,32,16.0,1.9833333333333334,0.8013876853447536,,2.0,2,1,1.0,0,0,11.0,1.0,1.0,237.1,237.1,2343.0,4.5,0,1.0,1.0,0.0,0.0,1391.5841166508767,0.1703813640605702,F,False,False,usa,19,0.6666666666666666,0.6666666666666666,0.6666666666666666
249521,2,0,40,20.0,2.4916666666666667,0.341768277573498,,2.0,2,2,1.0,0,1,1.5,1.0,1.0,642.02,642.02,184.7,7.0,0,0.0,1.0,1.0,0.0,3551.7999406903273,0.18075905476681128,F,True,True,canada,61,0.6666666666666666,0.6666666666666666,0.6666666666666666
252835,5,0,94,18.8,2.32,0.6865169739748286,,5.0,10,4,0.6,1,0,2.75,1.0,1.0,323.127,323.127,365.0,7.4,0,2.0,2.0,1.0,0.0,1867.778858389403,0.1687897694835489,F,False,True,usa,40,0.8333333333333334,0.8333333333333334,0.8333333333333334
264470,2,0,47,23.5,2.9833333333333334,0.612825877028341,,2.0,4,2,0.5,1,0,4.5,1.0,1.0,417.60875,417.60875,1063.5,8.0,0,0.0,2.0,0.0,0.0,2305.1605246210543,0.18101430413770347,F,False,True,usa,47,0.6666666666666666,0.6666666666666666,0.6666666666666666
276512,1,0,26,26.0,3.283333333333333,0.0,,1.0,2,1,1.0,0,0,1.0,1.0,1.0,395.69,395.69,100.0,10.0,0,1.0,0.0,0.0,0.0,2299.1482701158357,0.17210286310941764,F,True,True,usa,43,0.5,0.5,0.5
281952,2,0,49,24.5,3.025,0.2239171473757399,,2.0,4,2,1.5,0,1,1.0,1.0,1.0,342.36,342.36,118.14999999999999,7.0,0,0.0,1.0,1.0,0.0,1845.0144010402564,0.1867521228783564,F,False,False,usa,39,0.6666666666666666,0.6666666666666666,0.6666666666666666
283325,2,0,48,24.0,3.0,1.579205144649956,,2.0,2,2,0.0,1,0,3.0,1.5,1.0,407.943,407.943,1442.0,8.5,0,0.0,1.0,1.0,0.0,2650.4256126791843,0.15391603448460134,F,True,False,usa,52,0.6666666666666666,0.6666666666666666,0.6666666666666666
290123,7,0,168,24.0,2.9452380952380954,1.1266845119278022,,7.0,13,6,0.8571428571428571,0,0,2.1666666666666665,1.6666666666666667,1.5714285714285714,685.1585714285713,400.45214285714286,597.1666666666666,6.142857142857143,3,2.0,3.0,2.0,0.0,2400.6481445560125,0.2679008273413441,F,True,False,usa,42,0.875,0.875,0.875
297546,5,0,138,27.6,3.4266666666666667,1.1887551845896986,,5.0,8,5,0.75,0,1,5.2,1.4,1.5,415.18,332.0325,708.4,6.2,2,2.0,2.0,1.0,0.0,1784.7341478605845,0.2781618284076684,F,True,False,usa,53,0.8333333333333334,0.8333333333333334,0.8333333333333334
298253,1,0,10,10.0,1.2666666666666666,0.0,,1.0,2,0,2.0,0,0,0.0,0.0,1.0,712.42,712.42,0.0,6.0,0,0.0,1.0,0.0,0.0,3974.209842999768,0.17926079098587788,F,True,True,usa,48,0.5,0.5,0.5
299476,1,0,41,41.0,5.016666666666667,0.0,,1.0,2,1,0.0,0,0,1.0,1.0,1.0,192.38,192.38,71.0,7.0,0,1.0,0.0,0.0,0.0,1109.9174733553675,0.17332820197741386,F,True,False,usa,40,0.5,0.5,0.5
306819,1,0,19,19.0,2.433333333333333,0.0,1.0,1.0,2,1,1.0,0,0,1.0,1.0,1.0,50.16,50.16,370.0,4.0,0,0.0,1.0,0.0,0.0,295.3697247269033,0.16982106086322005,F,True,True,usa,61,0.6666666666666666,0.6666666666666666,0.6666666666666666
312488,1,0,20,20.0,2.433333333333333,0.0,,1.0,2,1,1.0,0,0,0.0,1.0,1.0,407.1,407.1,0.0,6.0,0,0.0,0.0,1.0,0.0,2265.4635323555963,0.17969832406735028,M,True,False,usa,32,0.5,0.5,0.5
313724,4,0,90,22.5,2.779166666666667,1.8058226298200968,1.0,4.0,6,4,0.6666666666666666,0,0,3.5,1.5,1.3333333333333333,385.6133333333334,289.28000000000003,804.25,12.25,1,2.0,2.0,0.0,0.0,1667.2627819485513,0.23421604284287242,F,False,False,usa,53,0.8333333333333334,0.8333333333333334,0.8333333333333334
316527,4,0,90,22.5,2.8083333333333336,0.7862828630593067,,4.0,8,4,0.25,0,1,3.0,1.25,1.25,434.9725,347.87875,1414.575,7.25,1,2.0,2.0,0.0,0.0,2014.8040617784015,0.2136978904486383,F,True,True,canada,43,0.8,0.8,0.8
317688,4,0,91,22.75,2.816666666666667,0.6783695049050962,,4.0,8,4,0.5,0,1,1.25,1.0,1.0,309.685,309.685,269.0,8.0,0,1.0,1.0,2.0,0.0,1608.4081737945037,0.18788689329066458,F,False,True,usa,42,0.8,0.8,0.8
322867,1,0,35,35.0,4.333333333333333,0.0,,1.0,2,1,1.0,0,0,7.0,1.0,1.0,173.04,173.04,1323.0,6.0,0,1.0,0.0,0.0,0.0,921.7775000151938,0.18772426100349351,F,False,False,usa,48,0.5,0.5,0.5
324191,2,0,40,20.0,2.4916666666666667,0.38890872965260104,,2.0,4,2,0.5,0,0,4.5,1.5,1.5,49.87,32.2525,805.0,9.5,1,1.0,1.0,0.0,0.0,175.77036006258479,0.2837224659620842,F,False,False,usa,41,0.6666666666666666,0.6666666666666666,0.6666666666666666
328590,2,0,65,32.5,4.025,0.6481812160876687,1.0,2.0,4,2,0.5,0,1,4.5,2.0,2.0,1101.975,568.2983333333333,1298.125,8.0,1,1.0,1.0,0.0,0.0,3042.6233875192383,0.3701614777722075,F,False,False,usa,57,0.75,0.75,0.75
330764,2,0,44,22.0,2.7249999999999996,0.412478955692153,1.0,2.0,0,2,0.0,0,0,4.5,1.0,0.0,0.0,0.0,547.0,5.5,0,1.0,1.0,0.0,0.0,0.0,0.0,F,False,False,usa,41,0.75,0.75,0.75
330893,3,0,85,28.333333333333332,3.522222222222222,1.1919094546768845,,3.0,6,3,0.6666666666666666,0,0,2.0,1.0,1.0,287.2033333333333,287.2033333333333,250.0,5.333333333333333,0,1.0,1.0,1.0,0.0,1582.7981582251823,0.1836928716966301,F,True,True,usa,45,0.75,0.75,0.75
334787,3,0,74,24.666666666666668,3.0722222222222224,0.6980793757265822,,3.0,6,3,0.6666666666666666,1,0,2.0,1.0,1.0,249.81583333333333,249.81583333333333,288.0,5.0,0,1.0,2.0,0.0,0.0,1394.7993139941216,0.17744852802079922,F,False,False,usa,54,0.75,0.75,0.75
338086,2,0,48,24.0,3.033333333333333,0.0,,2.0,4,2,0.5,0,1,1.0,1.0,1.0,490.845,490.845,76.0,7.0,0,1.0,1.0,0.0,0.0,2745.6705912419948,0.17911571514643543,F,False,True,usa,42,0.6666666666666666,0.6666666666666666,0.6666666666666666
340166,1,0,13,13.0,1.6166666666666667,0.0,,1.0,0,1,0.0,0,0,2.0,1.0,0.0,0.0,0.0,474.0,3.0,0,0.0,1.0,0.0,0.0,0.0,0.0,M,True,True,usa,52,0.5,0.5,0.5
343928,2,0,46,23.0,2.841666666666667,0.7424621202458748,,2.0,4,1,0.5,1,0,3.0,1.0,1.5,2264.37,1242.49,348.0,170.5,1,1.0,0.0,1.0,0.0,8138.6914788334825,0.2466323462941077,F,True,False,usa,67,0.6666666666666666,0.6666666666666666,0.6666666666666666
347778,5,0,133,26.6,3.2866666666666666,1.8744406573102754,,5.0,10,4,1.0,0,0,2.25,1.75,1.6,846.7379999999999,436.608,1118.5,5.6,1,1.0,2.0,2.0,0.0,2487.967618656662,0.289908924162744,F,False,False,usa,51,0.8333333333333334,0.8333333333333334,0.8333333333333334
348817,4,0,76,19.0,2.325,0.6301822193854962,,4.0,6,4,0.6666666666666666,0,0,2.25,1.0,1.0,458.2066666666667,458.2066666666667,655.5,5.0,0,2.0,2.0,0.0,0.0,2651.4764411557876,0.1742649352064036,F,False,False,canada,30,0.8,0.8,0.8
349132,3,0,68,22.666666666666668,2.7777777777777772,0.6272367383420122,,3.0,4,3,0.5,0,1,4.666666666666667,1.6666666666666667,2.0,360.53,195.63,1172.0333333333335,6.666666666666667,1,2.0,1.0,0.0,0.0,1057.6714665456739,0.3584053140044296,F,False,False,usa,50,0.75,0.75,0.75
353271,1,0,23,23.0,2.816666666666667,0.0,,1.0,2,1,0.0,0,0,0.0,2.0,2.0,408.4,204.2,0.0,5.0,1,0.0,1.0,0.0,0.0,1196.5550794383803,0.34131316394702715,F,False,True,usa,28,0.5,0.5,0.5
353694,2,0,45,22.5,2.7583333333333333,1.143155962918252,,2.0,3,2,0.5,0,0,4.5,1.5,1.5,230.685,167.6475,817.0,7.5,1,1.0,0.0,1.0,0.0,1355.487046111414,0.1713701406557167,F,False,True,usa,41,0.6666666666666666,0.6666666666666666,0.6666666666666666
354050,5,0,133,26.6,3.2866666666666666,2.100938943530831,,5.0,9,5,0.2,1,1,2.2,1.2,1.2,385.7552,318.64520000000005,460.32,7.6,1,1.0,3.0,1.0,0.0,2150.165494157705,0.19375971154796684,F,False,False,usa,51,0.8333333333333334,0.8333333333333334,0.8333333333333334
354260,2,0,38,19.0,2.375,0.05892556509887875,,2.0,4,1,1.0,0,0,2.0,1.0,1.0,582.505,582.505,520.0,10.5,0,2.0,0.0,0.0,0.0,3329.3287021285187,0.17497206695695683,F,False,False,usa,51,0.6666666666666666,0.6666666666666666,0.6666666666666666
354311,2,0,39,19.5,2.4416666666666664,1.1195857368787,,2.0,4,1,0.5,0,0,3.0,1.0,1.0,536.4449999999999,536.4449999999999,291.0,7.0,0,1.0,1.0,0.0,0.0,3061.807209296884,0.17546898794614668,F,True,False,usa,47,0.6666666666666666,0.6666666666666666,0.6666666666666666
354950,1,0,20,20.0,2.5,0.0,,1.0,2,1,1.0,0,0,6.0,1.0,1.0,460.54,460.54,762.0,4.0,0,1.0,0.0,0.0,0.0,2463.055931042597,0.18697910761817585,M,True,False,usa,55,0.5,0.5,0.5
356046,2,0,39,19.5,2.4416666666666664,0.6246109900481168,,2.0,4,2,0.0,0,0,2.0,1.5,1.5,391.905,352.33,352.5,8.0,1,1.0,1.0,0.0,0.0,1896.9912678633052,0.283119881944038,F,False,False,canada,36,0.6666666666666666,0.6666666666666666,0.6666666666666666
357737,4,0,80,20.0,2.4375,0.5513241635674363,1.0,4.0,6,4,0.0,0,2,3.0,1.0,1.0,653.2333333333333,653.2333333333333,309.025,6.75,0,1.0,2.0,1.0,0.0,3670.054534958777,0.17890501583058668,F,True,True,usa,43,0.8333333333333334,0.8333333333333334,0.8333333333333334
359072,2,0,47,23.5,2.8916666666666666,0.5774705379690136,1.0,2.0,4,2,0.5,0,0,1.5,1.0,1.0,66.575,66.575,223.5,8.0,0,0.0,2.0,0.0,0.0,384.7657923064779,0.17215201628706533,F,True,True,canada,53,0.75,0.75,0.75
359080,4,0,109,27.25,3.4333333333333336,0.8540751983545973,,4.0,8,2,1.0,0,1,2.0,1.0,1.25,1288.3899999999999,816.9712499999999,691.5,76.25,1,2.0,2.0,0.0,0.0,4617.660274298969,0.2247415992028661,F,True,False,usa,43,0.8,0.8,0.8
359653,2,0,54,27.0,3.3166666666666664,0.3064129385141706,,2.0,4,2,1.0,0,1,1.5,1.0,1.0,392.165,392.165,324.6,6.5,0,2.0,0.0,0.0,0.0,2238.5998423301303,0.1779225707717561,M,False,False,canada,57,0.6666666666666666,0.6666666666666666,0.6666666666666666
361459,1,0,25,25.0,3.2,0.0,,1.0,2,1,1.0,0,0,1.0,1.0,1.0,393.91,393.91,165.0,6.0,0,1.0,0.0,0.0,0.0,2289.597002653794,0.17204337686651072,F,True,True,usa,43,0.5,0.5,0.5
361759,4,0,112,28.0,3.454166666666667,1.6704055284958887,,4.0,8,3,0.5,0,1,0.6666666666666666,1.0,1.0,415.1475,415.1475,39.9,7.75,0,2.0,2.0,0.0,0.0,2261.474117026356,0.18275979688721827,F,True,False,canada,54,0.8,0.8,0.8
363535,2,0,42,21.0,2.6,0.683536555146996,1.0,2.0,3,2,0.5,1,0,2.5,1.5,1.5,344.113,235.024,177.5,8.5,1,1.0,0.0,1.0,0.0,2094.599656691108,0.2103204550157725,F,False,False,usa,32,0.75,0.75,0.75
365825,1,0,22,22.0,2.6666666666666665,0.0,1.0,1.0,2,1,1.0,0,0,10.0,1.0,1.0,64.63,64.63,950.0,6.0,0,0.0,0.0,1.0,0.0,380.0231744872111,0.17006857565254874,F,False,False,usa,46,0.6666666666666666,0.6666666666666666,0.6666666666666666
371201,1,0,17,17.0,2.05,0.0,,1.0,2,0,3.0,0,0,0.0,0.0,1.0,199.47,199.47,0.0,8.0,0,0.0,1.0,0.0,0.0,1067.2670811308597,0.1868979222976171,M,False,True,usa,30,0.5,0.5,0.5
372970,2,0,61,30.5,3.816666666666667,0.8013876853447541,,2.0,4,2,0.5,0,0,0.0,1.0,1.0,646.6500000000001,646.6500000000001,72.0,6.0,0,0.0,2.0,0.0,0.0,3707.0365493175796,0.17425209647605566,F,False,False,usa,35,0.6666666666666666,0.6666666666666666,0.6666666666666666
373489,1,0,28,28.0,3.4833333333333334,0.0,,1.0,2,1,3.0,1,0,12.0,2.0,4.0,5588.4825,1397.120625,1224.0,223.0,1,1.0,0.0,0.0,0.0,10288.139989253057,0.5431965842064458,F,True,True,usa,39,0.5,0.5,0.5
374331,1,0,13,13.0,1.6833333333333333,0.0,1.0,1.0,0,1,0.0,0,0,12.0,2.0,0.0,0.0,0.0,6720.0,6.0,0,1.0,0.0,0.0,0.0,0.0,0.0,M,False,False,usa,44,0.6666666666666666,0.6666666666666666,0.6666666666666666
374340,1,0,16,16.0,1.9333333333333333,0.0,,1.0,2,0,1.0,0,1,0.0,0.0,2.0,3966.19,1983.095,0.0,336.0,1,0.0,1.0,0.0,0.0,11011.278068932796,0.3601934285167317,F,True,False,usa,36,0.5,0.5,0.5
374341,3,0,44,14.666666666666666,1.8388888888888892,0.8829139465638977,,3.0,0,3,0.0,0,0,7.333333333333333,2.0,0.0,0.0,0.0,2280.0,11.0,0,1.0,1.0,1.0,0.0,0.0,0.0,F,False,False,usa,27,0.75,0.75,0.75
375729,3,0,92,30.666666666666668,3.744444444444444,1.1370445771254398,,3.0,6,3,0.3333333333333333,2,0,2.0,1.0,1.0,298.7606666666667,298.7606666666667,555.6666666666666,6.0,0,0.0,2.0,1.0,0.0,1855.086336767669,0.1702437530339601,F,False,False,usa,54,0.75,0.75,0.75
375751,3,0,88,29.333333333333332,3.6,1.6991010695201287,,3.0,6,2,0.3333333333333333,0,0,3.0,1.0,1.0,235.85333333333332,235.85333333333332,499.5,8.0,0,1.0,2.0,0.0,0.0,1368.1982641061152,0.1699886892224957,F,True,False,usa,52,0.75,0.75,0.75
376159,2,0,47,23.5,2.9333333333333336,0.04714045207910347,,2.0,2,2,1.0,0,0,3.0,1.0,1.0,367.24,367.24,354.0,10.0,0,0.0,2.0,0.0,0.0,2219.7020419735427,0.16544562876262708,F,False,False,usa,44,0.6666666666666666,0.6666666666666666,0.6666666666666666
377411,2,0,49,24.5,3.0583333333333336,0.34176827757349787,,2.0,4,2,0.0,1,0,2.5,1.5,1.5,494.998,266.113,513.0,5.0,1,1.0,1.0,0.0,0.0,1562.3951522948862,0.24492096975145541,F,True,False,canada,39,0.6666666666666666,0.6666666666666666,0.6666666666666666
378565,5,0,99,19.8,2.4733333333333336,0.8515998016804738,,5.0,4,5,0.5,2,0,8.8,1.2,1.0,343.9705,343.9705,1720.0,5.2,0,2.0,2.0,1.0,0.0,2061.2937166083643,0.16217295841987506,F,True,True,usa,42,0.8333333333333334,0.8333333333333334,0.8333333333333334
379543,3,0,63,21.0,2.566666666666667,0.7970431467478897,,3.0,6,3,0.3333333333333333,0,0,2.0,1.0,1.0,385.03999999999996,385.03999999999996,511.6666666666667,6.0,0,1.0,1.0,1.0,0.0,2268.5115555929397,0.1715537795696129,F,True,False,usa,58,0.75,0.75,0.75
380434,3,0,73,24.333333333333332,2.966666666666667,1.131861789756643,,3.0,6,3,0.3333333333333333,1,0,2.3333333333333335,1.0,1.0,333.11249999999995,333.11249999999995,475.3333333333333,9.333333333333334,0,1.0,0.0,2.0,0.0,1851.7501035253588,0.18202353749663783,F,True,True,usa,51,0.75,0.75,0.75
380436,1,0,17,17.0,2.15,0.0,,1.0,2,1,1.0,0,1,4.0,1.0,1.0,113.25,113.25,594.0,9.0,0,1.0,0.0,0.0,0.0,567.2430413127438,0.19964987095815379,F,False,False,usa,46,0.5,0.5,0.5
380757,3,0,87,29.0,3.6388888888888893,0.8969598859687302,,3.0,5,3,0.3333333333333333,0,1,4.666666666666667,1.0,1.0,165.20666666666668,165.20666666666668,436.7833333333333,7.666666666666667,0,1.0,1.0,1.0,0.0,1578.054827783789,0.148012955969746,F,False,True,usa,48,0.75,0.75,0.75
380874,3,0,55,18.333333333333332,2.261111111111111,0.12945755775256712,,3.0,6,3,0.6666666666666666,0,3,1.3333333333333333,1.0,1.0,280.0833333333333,280.0833333333333,135.20000000000002,7.333333333333333,0,1.0,2.0,0.0,0.0,1422.9044780140441,0.18054543514160182,F,True,False,usa,56,0.75,0.75,0.75
380949,4,0,88,22.0,2.729166666666667,1.3829232993379827,1.0,4.0,8,3,0.25,0,0,2.3333333333333335,1.0,1.0,379.27250000000004,379.27250000000004,551.3333333333334,7.0,0,1.0,2.0,1.0,0.0,1964.2730846193083,0.18728560391793836,F,False,False,usa,48,0.8333333333333334,0.8333333333333334,0.8333333333333334
381259,1,0,20,20.0,2.466666666666667,0.0,,1.0,2,1,1.0,0,0,1.0,1.0,1.0,719.48,719.48,68.0,5.0,0,1.0,0.0,0.0,0.0,3654.797339704525,0.19685906854090218,F,False,True,usa,23,0.5,0.5,0.5
381465,3,0,89,29.666666666666668,3.6888888888888887,2.6549918044094754,1.0,3.0,2,3,0.0,1,0,10.333333333333334,1.0,1.0,324.87,324.87,992.0,4.0,0,0.0,2.0,1.0,0.0,1668.4161417483165,0.19471760783827707,F,False,False,usa,35,0.8,0.8,0.8
